mkt,#RIC,Directory Company Name
asx,DSE.AX,Dropsuite Ltd
asx,DSX.AX,Decimal Software Ltd
asx,DTI.AX,DTI Group Ltd
asx,DTL.AX,Data#3 Ltd
asx,DTM.AX,Dart Mining NL
asx,DTR.AX,Dateline Resources Ltd
asx,DTS.AX,Dragontail Systems Ltd
asx,DTZ.AX,Dotz Nano Ltd
asx,DUB.AX,Dubber Corp Ltd
asx,DUI.AX,Diversified United Investment Ltd
asx,DVL.AX,dorsaVi Ltd
asx,DVN.AX,Devine Ltd
asx,DW8.AX,Dawine Ltd
asx,DWS.AX,DWS Ltd
asx,DXB.AX,Dimerix Ltd
asx,DXN.AX,Data Exchange Network Ltd
asx,DXS.AX,Dexus
asx,DYL.AX,Deep Yellow Ltd
asx,E25.AX,Element 25 Ltd
asx,E2E.AX,Eon NRG ltd
asx,E2M.AX,E2 Metals Ltd
asx,EAF.AX,Evans & Partners Asia Fund
asx,EAI.AX,Ellerston Asian Investments Ltd
asx,EAR.AX,Echo Resources Ltd
asx,EAS.AX,Easton Investments Ltd
asx,EAX.AX,Energy Action Ltd
asx,EBG.AX,Eumundi Group Ltd
asx,EBO.AX,EBOS Group Ltd
asx,ECG.AX,eCargo Holdings Ltd
asx,ECX.AX,Eclipx Group Ltd
asx,ED1.AX,Evans Dixon Ltd
asx,EDC.AX,Eildon Capital Ltd
asx,EDE.AX,Eden Innovations Ltd
asx,EEG.AX,Empire Energy Group Ltd
asx,EER.AX,East Energy Resources Ltd
asx,EEU.AX,Betashares Euro Etf
asx,EFE.AX,Eastern Iron Ltd
asx,EGA.AX,Egan Street Resources Ltd
asx,EGAN.AX,Egan Street Resources Ltd
asx,EGD.AX,Evans & Partners Global Disruption Fund
asx,EGG.AX,Enero Group Ltd
asx,EGH.AX,Eureka Group Holdings Ltd
asx,EGI.AX,Ellerston Global Investments Ltd
asx,EGL.AX,Environmental Group Ltd
asx,EGN.AX,Engenco Ltd
asx,EGS.AX,Eastern Goldfields Ltd
asx,EGY.AX,Energy Technologies Limited
asx,EHE.AX,Estia Health Ltd
asx,EHH.AX,Eagle Health Holdings Ltd
asx,EHL.AX,Emeco Holdings Ltd
asx,EHX.AX,EHR Resources Ltd
asx,EIGA.AX,eInvest Income Generator (Managed Fund)
asx,EINC.AX,BetaShares Legg Mason Equity Income (Managed Fund)
asx,ELD.AX,Elders Ltd
asx,ELK.AX,Elk Petroleum Ltd
asx,ELO.AX,ELMO Software Ltd
asx,ELS.AX,Elsight Ltd
asx,ELT.AX,Elementos Ltd
asx,ELX.AX,Ellex Medical Lasers Ltd
asx,EM1.AX,Arrowhead Resources Ltd
asx,EM2.AX,Eagle Mountain Mining Ltd
asx,EMB.AX,Embelton Ltd
asx,EME.AX,Energy Metals Ltd
asx,EMF.AX,Emerging Markets Masters Fund
asx,EMG.AX,Emergent Resources Ltd
asx,EMH.AX,European Metals Holdings Ltd
asx,EMKT.AX,VanEck Vectors MSCI Multifactor Emerg Mkt Eq ETF
asx,EML.AX,EML Payments Ltd
asx,EMP.AX,Emperor Energy Ltd
asx,EMR.AX,Emerald Resources NL
asx,EMU.AX,Emu NL
asx,EN1.AX,Engage:BDR Ltd
asx,ENA.AX,Ensurance Ltd
asx,ENB.AX,Eneabba Gas Ltd
asx,ENC.AX,Enice Holding Co Ltd
asx,ENN.AX,Elanor Investors Group
asx,ENR.AX,Encounter Resources Ltd
asx,ENT.AX,Enterprise Metals Ltd
asx,ENX.AX,Enegex Ltd
asx,EOL.AX,Energy One Ltd
asx,EOR.AX,Enhanced Oil & Gas Recovery Ltd
asx,EOS.AX,Electro Optic Systems Holdings Ltd
asx,EPD.AX,Empired Ltd
asx,EPM.AX,Eclipse Metals Ltd
asx,EPW.AX,ERM Power Ltd
asx,EQE.AX,Equus Mining Ltd
asx,EQT.AX,EQT Holdings Ltd
asx,EQX.AX,Equatorial Resources Ltd
asx,ERA.AX,Energy Resources Of Australia Ltd
asx,ERF.AX,Elanor Retail Property Fund
asx,ERL.AX,Empire Resources Ltd
asx,ERM.AX,Emmerson Resources Ltd
asx,ESE.AX,Esense-Lab Ltd
asx,ESGI.AX,VanEck Vectors MSCI International Sust Eq ETF
asx,ESH.AX,Esports Mogul Asia Pacific Ltd
asx,ESI.AX,Environmental Clean Technologies Ltd
asx,ESK.AX,Etherstack PLC
asx,ESR.AX,Estrella Resources Ltd
asx,ESTX.AX,ETFS EURO STOXX 50 ETF
asx,ESV.AX,Eservglobal Ltd
asx,ETE.AX,Entek Energy Ltd
asx,ETF.AX,UBS IQ Morningstar Australia Quality ETF
asx,ETHI.AX,BetaShares Global Sustainability Leaders ETF
asx,EUC.AX,European Cobalt Ltd
asx,EUR.AX,European Lithium Ltd
asx,EUZ.AX,Europa Metals Ltd
asx,EVE.AX,Eve Investments Ltd
asx,EVN.AX,Evolution Mining Ltd
asx,EVO.AX,Evolve Education Group Ltd
asx,EVS.AX,Envirosuite Ltd
asx,EVT.AX,Event Hospitality and Entertainment Ltd
asx,EVZ.AX,EVZ Ltd
asx,EWC.AX,Energy World Corporation Ltd
asx,EX20.AX,BetaShares Australian Ex-20 Portfolio Dvrsfr ETF
asx,EXG.AX,Excelsior Gold Ltd
asx,EXL.AX,Elixinol Global Ltd
asx,EXO.AX,Ennox Group Ltd
asx,EXP.AX,Experience Co Ltd
asx,EXR.AX,Elixir Petroleum Ltd
asx,EXU.AX,Explaurum Ltd
asx,EZL.AX,Euroz Ltd
asx,FAIR.AX,BETASHARES AUSTRALIAN SUSTAINABILITY LEADERS ETF
asx,FAR.AX,FAR Ltd
asx,FAU.AX,First Au Ltd
asx,FBR.AX,Fastbrick Robotics Ltd
asx,FBU.AX,Fletcher Building Ltd
asx,FCC.AX,First Cobalt Corp
asx,FCR.AX,Ferrum Crescent Ltd
asx,FCT.AX,Firstwave Cloud Technology Ltd
asx,FDIV.AX,VanEck Vectors S&P/ASX Franked Dividend ETF
asx,FDM.AX,Freedom Oil and Gas Ltd
asx,FDV.AX,Frontier Digital Ventures Ltd
asx,FDX.AX,Frontier Diamonds Ltd
asx,FE8.AX,Faster Enterprises Ltd
asx,FEI.AX,FE Investments Group Ltd
asx,FEL.AX,Fe Ltd
asx,FET.AX,Folkestone Education Trust
asx,FFC.AX,FarmaForce Ltd
asx,FFG.AX,Fatfish Internet Group Ltd
asx,FFI.AX,FFI Holdings Ltd
asx,FFT.AX,Future Fibre Technologies Ltd
asx,FGF.AX,First Growth Funds Ltd
asx,FGG.AX,Future Generation Global Investment Company Ltd
asx,FGO.AX,Flamingo AI Ltd
asx,FGR.AX,First Graphene Ltd
asx,FGX.AX,Future Generation Investment Company Ltd
asx,FHS.AX,Freehill Mining Ltd
asx,FID.AX,Fiducian Group Ltd
asx,FIG.AX,Freedom Insurance Group Ltd
asx,FIN.AX,Fin Resources Ltd
asx,FLC.AX,Fluence Corporation Ltd
asx,FLK.AX,Folkestone Ltd
asx,FLN.AX,Freelancer Ltd
asx,FLOT.AX,Vaneck Vectors Australian Floating Rate Etf
asx,FLT.AX,Flight Centre Travel Group Ltd
asx,FMG.AX,Fortescue Metals Group Ltd
asx,FML.AX,Focus Minerals Ltd
asx,FMS.AX,Flinders Mines Ltd
asx,FND.AX,Finders Resources Ltd
asx,FNP.AX,Freedom Foods Group Ltd
asx,FNT.AX,Frontier Resources Ltd
asx,FOD.AX,Food Revolution Group Ltd
asx,FOOD.AX,Betashares Global Agriculture ETF-Curr Hedged
asx,FOR.AX,Forager Australian Shares Fund
asx,FPC.AX,Fat Prophets Global Contrarian Fund Ltd
asx,FPH.AX,Fisher & Paykel Healthcare Corporation Ltd
asx,FPL.AX,Fremont Petroleum Corporation Ltd
asx,FPP.AX,Fat Prophets Global Property Fund
asx,FRC.AX,Forte Consolidated Ltd
asx,FRI.AX,Finbar Group Ltd
asx,FRM.AX,Farm Pride Foods Ltd
asx,FRN.AX,Fraser Range Metals Group Ltd
asx,FRX.AX,FLEXIROAM Ltd
asx,FSA.AX,FSA Group Ltd
asx,FSF.AX,Fonterra Shareholders' Fund
asx,FSG.AX,Field Solutions Holdings Ltd
asx,FSI.AX,Flagship Investments Ltd
asx,FTC.AX,FinTech Chain Ltd
asx,FTT.AX,Factor Therapeutics Ltd
asx,FTZ.AX,Fertoz Ltd
asx,FUEL.AX,Betashares Global Energy Cos ETF-Currency Hedged
asx,FUN.AX,Funtastic Ltd
asx,FWD.AX,Fleetwood Corp Ltd
asx,FXJ.AX,Fairfax Media Ltd
asx,FXL.AX,Flexigroup Ltd
asx,FYA.AX,Fortune Asia Group Ltd
asx,FYI.AX,FYI Resources Ltd
asx,FZO.AX,Family Zone Cyber Safety Ltd
asx,FZR.AX,Fitzroy River Corporation Ltd
asx,G1A.AX,Galena Mining Ltd
asx,G88.AX,Golden Mile Resources Ltd
asx,GAL.AX,Galileo Mining Ltd
asx,GAP.AX,Gale Pacific Ltd
asx,GAS.AX,State Gas Ltd
asx,GBE.AX,Globe Metals and Mining Ltd
asx,GBG.AX,Gindalbie Metals Ltd
asx,GBI.AX,Genera Biosystems Ltd
asx,GBM.AX,GBM Gold Ltd
asx,GBP.AX,Global Petroleum Ltd
asx,GBR.AX,Great Boulder Resources Ltd
asx,GBT.AX,GBST Holdings Ltd
asx,GBZ.AX,GBM Resources Ltd
asx,GC1.AX,Glennon Small Companies Ltd
asx,GCI.AX,Gryphon Capital Income Trust
asx,GCM.AX,Garda Capital Group
asx,GCR.AX,Golden Cross Resources Ltd
asx,GCS.AX,Global Construction Services Ltd
asx,GCY.AX,Gascoyne Resources Ltd
asx,GDF.AX,Garda Diversified Property Fund
asx,GDG.AX,Generation Development Group Ltd
asx,GDI.AX,GDI Property Group Ltd
asx,GDX.AX,Market Vectors Gold Miners ETF AUD
asx,GEAR.AX,BetaShares Geared Australian Equity (Hedge Fund)
asx,GED.AX,Golden Deeps Ltd
asx,GEM.AX,G8 Education Ltd
asx,GES.AX,Genesis Resources Ltd
asx,GEV.AX,Global Energy Ventures Ltd
asx,GFI.AX,Global Fortune Investment Ltd
asx,GFL.AX,Global Masters Fund Ltd
asx,GFY.AX,Godfreys Group Ltd
asx,GGE.AX,Grand Gulf Energy Ltd
asx,GGG.AX,Greenland Minerals and Energy Ltd
asx,GGL.AX,Gruden Group Ltd
asx,GGUS.AX,BETA SHARES ETF
asx,GGX.AX,Gas2grid Ltd
asx,GID.AX,GI Dynamics Inc
asx,GLA.AX,Gladiator Resources Ltd
asx,GLB.AX,Globe International Ltd
asx,GLE.AX,GLG Corp Ltd
asx,GLH.AX,Global Health Ltd
asx,GLIN.AX,AMP Capital Global Infra Sec (Unhdgd) (MF)
asx,GLL.AX,Galilee Energy Ltd
asx,GMA.AX,Genworth Mortgage Insurance Australia Ltd
asx,GMC.AX,Gulf Manganese Corporation Ltd
asx,GMD.AX,Genesis Minerals Ltd
asx,GME.AX,GME Resources Ltd
asx,GMG.AX,Goodman Group Pty Ltd
asx,GML.AX,Gateway Mining Ltd
asx,GMN.AX,Gold Mountain Ltd
asx,GMR.AX,Golden Rim Resources Ltd
asx,GMV.AX,G Medical Innovations Holdings Ltd
asx,GMY.AX,Goldfields Money Ltd
asx,GNC.AX,Graincorp Ltd
asx,GNE.AX,Genesis Energy Ltd
asx,GNG.AX,GR Engineering Services Ltd
asx,GNX.AX,Genex Power Ltd
asx,GO2.AX,GO2 People Ltd
asx,GOLD.AX,ETFS Metal Securities Australia Ltd
asx,GOO.AX,Gooroo Ventures Ltd
asx,GOR.AX,Gold Road Resources Ltd
asx,GOVT.AX,SPDR S&P/ASX Australian Government Bond
asx,GOW.AX,Gowing Bros Ltd
asx,GOZ.AX,Growthpoint Properties Australia Ltd
asx,GPP.AX,Greenpower Energy Ltd
asx,GPR.AX,Geopacific Resources Ltd
asx,GPS.AX,GPS Alliance Holdings Ltd
asx,GPT.AX,GPT Group
asx,GPX.AX,Graphex Mining Ltd
asx,GRB.AX,Gage Roads Brewing Co Ltd
asx,GROW.AX,Schroder Real Return (Managed Fund)
asx,GRR.AX,Grange Resources Ltd
asx,GRV.AX,Greenvale Energy Ltd
asx,GSC.AX,Global Geoscience Ltd
asx,GSL.AX,Greatcell Solar Ltd
asx,GSS.AX,Genetic Signatures Ltd
asx,GSW.AX,GetSwift Ltd
asx,GTE.AX,Great Western Exploration Ltd
asx,GTG.AX,Genetic Technologies Ltd
asx,GTK.AX,Gentrack Group Ltd
asx,GTN.AX,Gtn Ltd
asx,GTR.AX,GTI Resources Ltd
asx,GTY.AX,Gateway Lifestyle Group
asx,GUD.AX,GUD Holdings Ltd
asx,GUL.AX,Gullewa Ltd
asx,GVF.AX,Global Value Fund Ltd
asx,GWA.AX,GWA Group Ltd
asx,GWR.AX,GWR Group Ltd
asx,GXL.AX,Greencross Ltd
asx,GXY.AX,Galaxy Resources Ltd
asx,GZL.AX,Gazal Corp Ltd
asx,HACK.AX,Betashares Global Cybersecurity Etf
asx,HAS.AX,Hastings Technology Metals Ltd
asx,HAV.AX,Havilah Resources Ltd
asx,HAW.AX,Hawthorn Resources Ltd
asx,HBRD.AX,Betashares Active Australian Hybrids
asx,HCH.AX,Hot Chili Ltd
asx,HCO.AX,Hylea Metals Ltd
asx,HCT.AX,Holista CollTech Ltd
asx,HDY.AX,Hardey Resources Ltd
asx,HE8.AX,Helios Energy Ltd
asx,HEG.AX,Hill End Gold Ltd
asx,HEUR.AX,Betashares WisdomTree Europe ETF-Currency Hedged
asx,HFR.AX,Highfield Resources Ltd
asx,HGL.AX,Hudson Investment Group Ltd
asx,HGM.AX,High Grade Metals Ltd
asx,HGO.AX,Hillgrove Resources Ltd
asx,HHM.AX,Hampton Hill Mining NL
asx,HHY.AX,HHY Fund
asx,HIG.AX,Highlands Pacific Ltd
asx,HIL.AX,Hills Ltd
asx,HIT.AX,Hitech Group Australia Ltd
asx,HJPN.AX,BetaShares WisdomTree Japan ETF-Currency Hedged
asx,HLO.AX,Helloworld Travel Ltd
asx,HLX.AX,Helix Resources Ltd
asx,HMO.AX,HearMeOut Ltd
asx,HMX.AX,Hammer Metals Ltd
asx,HNG.AX,HGL Ltd
asx,HNR.AX,Hannans Ltd
asx,HOM.AX,Homeloans Ltd
asx,HOR.AX,Horseshoe Metals Ltd
asx,HOT.AX,Hotcopper Holdings Ltd
asx,HPI.AX,Hotel Property Investments Ltd
asx,HPR.AX,High Peak Royalties Ltd
asx,HRL.AX,HRL Holdings Ltd
asx,HRN.AX,Horizon Gold Ltd
asx,HRR.AX,Heron Resources Ltd
asx,HSN.AX,Hansen Technologies Ltd
asx,HSO.AX,Healthscope Ltd
asx,HT1.AX,HT&E Ltd
asx,HT8.AX,Harris Technology Group Ltd
asx,HTA.AX,Hutchison Telecommunications (Australia) Ltd
asx,HUB.AX,Hub24 Ltd
asx,HUO.AX,Huon Aquaculture Group Ltd
asx,HVN.AX,Harvey Norman Holdings Ltd
asx,HVST.AX,BetaShares Australian Dividend Harvester
asx,HWK.AX,Hawkstone Mining Ltd
asx,HXG.AX,Hexagon Resources Ltd
asx,HZN.AX,Horizon Oil Ltd
asx,HZR.AX,Hazer Group Ltd
asx,IAA.AX,ISHARES S&P ASIA 50 INDEX FUND
asx,IAB.AX,Inabox Group Ltd
asx,IAF.AX,iShares Core Composite Bond ETF
asx,IAG.AX,Insurance Australia Group Ltd
asx,IAM.AX,Intiger Group Ltd
asx,IAU.AX,Intrepid Mines Ltd
asx,IBC.AX,Ironbark Capital Ltd
asx,IBG.AX,Ironbark Zinc Ltd
asx,IBK.AX,iShares MSCI BRIC ETF
asx,IBN.AX,iBuyNew Group Ltd
asx,IBX.AX,Imagion Biosystems Ltd
asx,ICG.AX,Inca Minerals Ltd
asx,ICI.AX,iCandy Interactive Ltd
asx,ICN.AX,Icon Energy Ltd
asx,ICQ.AX,iCar Asia Ltd
asx,ICS.AX,ICSGlobal Ltd
asx,ICT.AX,iCollege Ltd
asx,ICU.AX,Isentric Ltd
asx,IDA.AX,Indiana Resources Ltd
asx,IDO.AX,Indo Mines Ltd
asx,IDR.AX,Industria REIT
asx,IDT.AX,IDT Australia Ltd
asx,IDX.AX,Integral Diagnostics Ltd
asx,IDZ.AX,Indoor Skydive Australia Group Ltd
asx,IEC.AX,Intra Energy Corporation Ltd
asx,IEL.AX,IDP Education Ltd
asx,IEM.AX,iShares MSCI Emerging Markets ETF
asx,IEQ.AX,International Equities Corporation Ltd
asx,IEU.AX,Ishares Trust S & P Euro
asx,IFL.AX,IOOF Holdings Ltd
asx,IFM.AX,Infomedia Ltd
asx,IFN.AX,Infigen Energy Ltd
asx,IFRA.AX,VanEck Vectors FTSE Global Infrastructr (Hdg) ETF
asx,IFT.AX,Infratil Ltd
asx,IGB.AX,iShares Treasury ETF
asx,IGE.AX,Integrated Green Energy Solutions Ltd
asx,IGL.AX,IVE Group Ltd
asx,IGO.AX,Independence Group NL
asx,IHCB.AX,iShares Core Global Corporate Bond (AUD Hdg) ETF
asx,IHD.AX,iShares S&P/ASX Dividend Opportunities ETF
asx,IHEB.AX,iShares JP Morgan USD EM Bond (AUD Hedged) ETF
asx,IHHY.AX,Ishares Global High Yield Bond (AUD Hedged) Etf
asx,IHK.AX,iShares MSCI Hong Kong Index Fund
asx,IHL.AX,Impression Healthcare Ltd
asx,IHOO.AX,iShares Global 100 AUD Hedged ETF
asx,IHR.AX,intelliHR Holdings Ltd
asx,IHS.AX,Interpose Holdings Ltd
asx,IHVV.AX,iShares S&P 500 AUD Hedged ETF
asx,IHWL.AX,Ishares Core Msci World All Cap (Aud Hedged) Etf
asx,IIL.AX,Innate Immunotherapeutics Ltd
asx,IILDA.AX,Innate Immunotherapeutics Ltd
asx,IJH.AX,Ishares S&P Midcap 400 Index Fund
asx,IJP.AX,iShares MSCI Japan ETF
asx,IJR.AX,iShares Core S&P Small-Cap ETF
asx,IKE.AX,Ikegps Group Ltd
asx,IKO.AX,iShares MSCI South Korea ETF
asx,IKW.AX,Ikwezi Mining Ltd
asx,ILB.AX,iShares Government Inflation ETF
asx,ILC.AX,iShares S&P/ASX 20 ETF
asx,ILU.AX,Iluka Resources Ltd
asx,IMA.AX,Image Resources NL
asx,IMC.AX,Immuron Ltd
asx,IMD.AX,Imdex Ltd
asx,IMF.AX,IMF Bentham Ltd
asx,IMM.AX,Immutep Ltd
asx,IMS.AX,Impelus Ltd
asx,IMU.AX,Imugene Ltd
asx,INA.AX,Ingenia Communities Group
asx,INF.AX,Infinity Lithium Corporation Ltd
asx,ING.AX,Inghams Group Ltd
asx,INK.AX,Indago Energy Ltd
asx,INM.AX,Iron Mountain Inc
asx,INP.AX,Incentiapay Ltd
asx,INV.AX,Investsmart Group Ltd
asx,IOD.AX,Iodm Ltd
asx,IOF.AX,Investa Office Fund
asx,IOG.AX,Incremental Oil and Gas Ltd
asx,IOO.AX,Ishares Trust S & P Global 100
asx,IOODA.AX,Ishares Trust S & P Global 100
asx,IOT.AX,IOT Group Ltd
asx,IOTN.AX,IOT Group Ltd
asx,IOZ.AX,iShares Core S&P/ASX 200 ETF
asx,IP1.AX,Integrated Payment Technologies Ltd
asx,IPB.AX,IPB Petroleum Ltd
asx,IPC.AX,Imperial Pacific Ltd
asx,IPD.AX,ImpediMed Ltd
asx,IPE.AX,IPE Ltd
asx,IPH.AX,IPH Ltd
asx,IPL.AX,Incitec Pivot Ltd
asx,IPT.AX,Impact Minerals Ltd
asx,IQ3.AX,iQ3Corp Ltd
asx,IRC.AX,Intermin Resources Ltd
asx,IRD.AX,Iron Road Ltd
asx,IRE.AX,Iress Ltd
asx,IRI.AX,Integrated Research Ltd
asx,IRU.AX,iShares Russell 2000 ETF
asx,IS3.AX,I Synergy Group Ltd
asx,ISD.AX,Isentia Group Ltd
asx,ISEC.AX,iShares Enhanced Cash ETF
asx,ISG.AX,iShares MSCI Singapore ETF
asx,ISH.AX,Ishine International Resources Ltd
asx,ISO.AX,iShares S&P/ASX Small Ordinaries ETF
asx,ISU.AX,iSelect Ltd
asx,ISX.AX,iSignthis Ltd
asx,ITD.AX,ITL Health Group Ltd
asx,ITL.AX,Integrated Media Technology Ltd
asx,ITW.AX,Ishares MSCI Taiwan Index Fund
asx,IVC.AX,InvoCare Ltd
asx,IVE.AX,iShares MSCI EAFE ETF
asx,IVO.AX,Invigor Group Ltd
asx,IVQ.AX,Invitrocue Ltd
asx,IVR.AX,Investigator Resources Ltd
asx,IVT.AX,Inventis Ltd
asx,IVV.AX,Ishares S&P 500
asx,IVX.AX,Invion Ltd
asx,IWLD.AX,Ishares Core Msci World All Cap Etf
asx,IXI.AX,iShares Global Consumer Staples ETF
asx,IXIDA.AX,iShares Global Consumer Staples ETF
asx,IXJ.AX,Ishares Trust S & P Global  *
asx,IXJDA.AX,Ishares Trust S & P Global  *
asx,IXP.AX,iShares Global Telecom ETF
asx,IXU.AX,IXUP Ltd
asx,IZZ.AX,Ishares China Large-Cap Etf
asx,JAL.AX,Jameson Resources Ltd
asx,JAN.AX,Janison Education Group Ltd
asx,JAT.AX,Jatenergy Ltd
asx,JAY.AX,Jayride Group Ltd
asx,JBH.AX,JB Hi-Fi Ltd
asx,JCI.AX,JC International Group Ltd
asx,JCS.AX,JCurve Solutions Ltd
asx,JDR.AX,Jadar Lithium Ltd
asx,JHC.AX,Japara Healthcare Ltd
asx,JHG.AX,Janus Henderson Group PLC
asx,JHL.AX,Jayex Healthcare Ltd
asx,JHX.AX,James Hardie Industries PLC
asx,JIN.AX,Jumbo Interactive Ltd
asx,JIP.AX,Jack-In Group Ltd
asx,JJF.AX,Jiajiafu Modern Agriculture Ltd
asx,JKA.AX,Jacka Resources Ltd
asx,JKL.AX,Justkapital Ltd
asx,JLG.AX,Johns Lyng Group Ltd
asx,JMS.AX,Jupiter Mines Ltd
asx,JPR.AX,Jupiter Energy Ltd
asx,JRL.AX,Jindalee Resources Ltd
asx,JRV.AX,Jervois Mining Ltd
asx,JVG.AX,JV Global Ltd
asx,JYC.AX,Joyce Corporation Ltd
asx,K2F.AX,K2FLY Ltd
asx,KAI.AX,Kairos Minerals Ltd
asx,KAM.AX,K2 Asset Management Holdings Ltd
asx,KAR.AX,Karoon Gas Australia Ltd
asx,KAS.AX,Kasbah Resources Ltd
asx,KAT.AX,Katana Capital Ltd
asx,KBC.AX,Keybridge Capital Ltd
asx,KCN.AX,Kingsgate Consolidated Ltd
asx,KDR.AX,Kidman Resources Ltd
asx,KEY.AX,Key Petroleum Ltd
asx,KFE.AX,Kogi Iron Ltd
asx,KGD.AX,Kula Gold Ltd
asx,KGL.AX,KGL Resources Ltd
asx,KGM.AX,Kalnorth Gold Mines Ltd
asx,KGN.AX,Kogan.com Ltd
asx,KII.AX,K2 Global Equities (Hedge Fund)
asx,KIN.AX,Kin Mining NL
asx,KIS.AX,King Island Scheelite Ltd
asx,KKL.AX,Kollakorn Corporation Ltd
asx,KKT.AX,Konekt Ltd
asx,KLA.AX,Kirkland Lake Gold Ltd
asx,KLH.AX,Kalia Ltd
asx,KLL.AX,Kalium Lakes Ltd
asx,KLO.AX,Kingsland Global Ltd
asx,KLR.AX,Kaili Resources Ltd
asx,KMD.AX,Kathmandu Holdings Ltd
asx,KME.AX,Kip McGrath Education Centres Ltd
asx,KMT.AX,Kopore Metals Ltd
asx,KNH.AX,Koon Holdings Ltd
asx,KNL.AX,Kibaran Resources Ltd
asx,KNM.AX,Kneomedia Ltd
asx,KNO.AX,Knosys Ltd
asx,KOR.AX,Korab Resources Ltd
asx,KOV.AX,Korvest Ltd
asx,KP2.AX,Kore Potash Ltd
asx,KPC.AX,Kazakhstan Potash Corp Ltd
asx,KPG.AX,Kelly Partners Group Holdings Ltd
asx,KPL.AX,Kina Petroleum Ltd
asx,KPO.AX,Kalina Power Ltd
asx,KPT.AX,Kangaroo Island Plantation Timbers Ltd
asx,KRC.AX,King River Copper Ltd
asx,KRL.AX,Kangaroo Resources Ltd
asx,KRM.AX,Kingsrose Mining Ltd
asx,KRS.AX,Kresta Holdings Ltd
asx,KRX.AX,Koppar Resources Ltd
asx,KSC.AX,K&S Corporation Ltd
asx,KSL.AX,Kina Securities Ltd
asx,KSM.AX,K2 Australian Small Cap
asx,KSN.AX,Kingston Resources Ltd
asx,KTA.AX,Krakatoa Resources Ltd
asx,KTE.AX,K2 Energy Ltd
asx,KYK.AX,Kyckr Ltd
asx,KZA.AX,Kazia Therapeutics Ltd
asx,KZR.AX,Kalamazoo Resources Ltd
asx,LAA.AX,Latam Autos Ltd
asx,LAM.AX,Laramide Resources Ltd
asx,LAU.AX,Lindsay Australia Ltd
asx,LBL.AX,LaserBond Ltd
asx,LBT.AX,LBT Innovations Ltd
asx,LCA.AX,Litigation Capital Management Ltd
asx,LCD.AX,Latitude Consolidated Ltd
asx,LCE.AX,London City Equities Ltd
asx,LCK.AX,Leigh Creek Energy Ltd
asx,LCM.AX,LogiCamms Ltd
asx,LCT.AX,Living Cell Technologies Ltd
asx,LCY.AX,Legacy Iron Ore Ltd
asx,LEG.AX,Legend Mining Ltd
asx,LEP.AX,ALE Property Group
asx,LER.AX,Leaf Resources Ltd
asx,LEX.AX,Lefroy Exploration Ltd
asx,LFR.AX,Longford Resources Ltd
asx,LGD.AX,Legend Corporation Ltd
asx,LGR.AX,Lanka Graphite Ltd
asx,LHB.AX,LionHub Group Ltd
asx,LHC.AX,Lifehealthcare Group Ltd
asx,LHM.AX,Land & Homes Group Ltd
asx,LI3.AX,Lithium Consolidated Mineral Exploration Ltd
asx,LIC.AX,Lifestyle Communities Ltd
asx,LIN.AX,Lindian Resources Ltd
asx,LIO.AX,Lion Energy Ltd
asx,LIT.AX,Lithium Australia NL
asx,LKE.AX,Lake Resources NL
asx,LKO.AX,Lakes Oil NL
asx,LLC.AX,LendLease Group
asx,LLO.AX,Lion One Metals Ltd
asx,LMG.AX,Latrobe Magnesium Ltd
asx,LML.AX,Lincoln Minerals Ltd
asx,LMW.AX,Landmark White Ltd
asx,LNG.AX,Liquefied Natural Gas Ltd
asx,LNK.AX,Link Administration Holdings Ltd
asx,LNU.AX,Linius Technologies Ltd
asx,LNY.AX,Laneway Resources Ltd
asx,LOM.AX,Lucapa Diamond Co Ltd
asx,LON.AX,Longtable Group Ltd
asx,LOV.AX,Lovisa Holdings Ltd
asx,LPD.AX,Lepidico Ltd
asx,LPE.AX,Locality Planning Energy Holdings Ltd
asx,LPI.AX,Lithium Power International Ltd
asx,LRM.AX,Lustrum Minerals Ltd
asx,LRS.AX,Latin Resources Ltd
asx,LRT.AX,Lowell Resources Fund
asx,LSA.AX,Lachlan Star Ltd
asx,LSF.AX,L1 Long Short Fund Ltd
asx,LSH.AX,Lifespot Health Ltd
asx,LSR.AX,Lodestar Minerals Ltd
asx,LSX.AX,Lion Selection Group Ltd
asx,LTR.AX,Liontown Resources Ltd
asx,LVE.AX,Love Group Global Ltd
asx,LVH.AX,LiveHire Ltd
asx,LVT.AX,Livetiles Ltd
asx,LYC.AX,Lynas Corporation Ltd
asx,LYL.AX,Lycopodium Ltd
asx,M7T.AX,Mach7 Technologies Ltd
asx,MA1.AX,Monash Absolute Investment Company Ltd
asx,MAG.AX,Magmatic Resources Ltd
asx,MAH.AX,Macmahon Holdings Ltd
asx,MAI.AX,Mainstream Group Holdings Ltd
asx,MAM.AX,Microequities Asset Management Group Ltd
asx,MAQ.AX,Macquarie Telecom Group Ltd
asx,MAR.AX,Malachite Resources Ltd
asx,MAT.AX,Matsa Resources Ltd
asx,MAU.AX,Magnetic Resources NL
asx,MAX.AX,Millinium's Alternative Fund
asx,MAY.AX,Melbana Energy Ltd
asx,MBK.AX,Metal Bank Ltd
asx,MBM.AX,Mobecom Ltd
asx,MBO.AX,Mobilarm Ltd
asx,MCA.AX,Murray Cod Australia Ltd
